name,age,zip
Rizzio,56,01510
Flowers,25,11340
Ely,43,20227
Creighton,31,85370
Phelps,16,57320
Orr,47,65100
Evans,41,24500
Williams,42,88600
Weiskopf,50,59400
Parks,47,69400
Hall,45,47170
Putnam,47,19290
Lovell,41,77750
Buckley,23,77145
Dumas,49,55220
Lauer,37,30870
Bliss,46,88240
Nichols,55,21540
Waguespack,19,48100
Dewberry,42,07410
Pack,38,14400
Mott,35,39400
Parsons,36,31430
Arnold,48,49540
Oaks,51,13890
Marcotte,36,38134
Hefferon,44,01190
Harris,51,17210
Carvajal,36,41400
Rollins,31,65320
Tobin,61,66430
Chu,39,07270
Robson,64,79270
Neyra,36,41290
Gagne,59,38460
Gatlin,22,62180
Mimbs,49,36320
Reese,43,72290
Dillion,46,57700
Lute,48,58800
Craft,36,19200
Walker,45,77520
Coon,52,62450
Ellerbe,55,31590
Gutierrez,25,34800
Lang,42,81440
Thompson,29,39100
Neuenfeldt,57,89570
Crivello,41,89450
Chesser,53,76890
Perez,46,53940
Leib,51,11320
Nieves,45,50000
Perez,21,80400
Bell,52,02270
Sahsman,48,65320
Baily,36,18300
Hwang,50,30570
Harsh,44,27300
Pree,38,86200
Olofson,55,70130
Garcia,31,70700
Newell,49,58240
Wagner,56,43490
Krohn,39,43170
Howes,52,42560
Davis,45,51390
Gleason,32,20244
Gloden,44,02200
Huang,47,08130
Presnell,55,44340
Garcia,48,59680
Hurlbut,55,06390
Hood,53,52100
Galletti,46,44350
Hernandez,55,20217
Smith,30,28400
Orourke,27,62960
Hogen,38,76920
Webster,30,14480
Smallwood,43,36300
Stanton,47,63700
Westmoreland,29,50200
Burkhart,32,88460
Halvorsen,46,49310
White,53,29270
White,43,74450
Garcia,38,28630
Leslie,36,17700
Scarborough,31,89260
Longsworth,59,74910
Denson,39,25440
Cook,49,29700
Turrubiates,71,21610
Parker,47,77540
Dolby,45,03210
Butler,53,20230
Jester,43,80750
Bragg,36,89150
Westbrooks,52,53440
Golden,32,59553
Norris,50,11320
Roggenbaum,43,52250
Boatman,43,64240
Erving,42,88630
Corrente,44,74200
Johnson,43,87400
Gates,41,24450
Pulido,43,29670
King,36,71460
King,40,31580
Roesler,46,88700
Hunter,49,49450
Robinson,36,72500
Kho,45,80290
Price,44,70190
Moore,37,36400
Thompson,41,23400
Middaugh,62,80140
Jorge,46,59146
Uppencamp,35,64190
Davis,53,45170
Dickerson,34,22380
Mortimer,51,82400
James,45,56920
Emmons,76,21330
Ooten,59,23220
Creel,35,40410
Wilmoth,50,52240
Mendez,38,85480
Sierra,61,76190
Mallard,31,54200
Graham,58,09800
Keck,43,08300
Thorngren,39,72350
Bickford,42,85390
Burgett,39,55100
Trotman,63,64780
Duggan,40,03700
Mahnken,40,75003
Salley,40,47410
Mercure,35,33130
Goslee,44,63980
Hammond,57,15110
Redmond,34,25520
Rodriguez,37,79420
Watt,33,28300
Orozco,55,63210
Hendrix,48,89150
Cox,41,57905
Peters,52,61250
Redford,31,78270
Pannenbacker,51,69380
Wright,44,08230
Thompson,30,31450
Sommerfield,54,02110
Dunn,53,91750
Conners,28,35400
Griffith,60,30450
Robinson,45,23130
Depeyster,33,59150
Simon,51,76520
Tucker,52,56580
Jones,45,76410
Nunez,50,24260
Cirillo,41,33740
Taylor,41,20243
Penn,38,76890
Clark,65,55120
Studer,51,97442
Allen,56,36400
Avila,55,72170
Blizzard,61,47450
Lindsey,56,54170
Walker,35,68620
Stein,50,39300
Liefer,45,19220
Risner,40,59680
Hoke,28,21320
Davis,47,57380
Krull,39,25270
Linthicum,47,10110
Hector,23,82200
Grace,57,66360
Potter,34,21320
Danforth,33,57990
Herrera,46,89350
Flecha,36,72600
Saldana,39,06910
Manning,38,49520
Washington,36,36370
Person,50,38770
Dobiesz,35,29430
Smallwood,30,98728
Duncan,34,70240
Myrick,43,53160
Williams,44,17220
Sons,54,02160
Cooper,37,71260
Soto,63,03230
Sollars,38,65190
Padillo,51,31380
Benjamin,33,78200
Lee,62,71500
Diaz,47,79440
Guitterez,24,18340
Torrez,52,78920
French,61,40420
Sanchez,61,35750
Soule,37,59840
Maurer,33,17400
Poundstone,33,71680
Emerson,53,49340
Eastman,41,50340
Cokley,56,03210
Marks,20,21380
Warren,54,65700
Martinez,61,01390
Ingram,45,72470
Payne,34,51210
Taylor,35,47360
Cline,37,54385
Brame,36,53160
Schappert,43,14220
Westphal,43,16140
Smith,41,18150
Wireman,41,06750
Grimmett,54,24380
Woods,43,23200
Wandler,34,39350
Davis,54,24590
Acuna,46,38230
Coker,57,36400
Raiola,44,36400
Gourd,46,46360
Lopez,50,92340
Kniffen,55,13129
Martinez,53,71110
Cruz,64,76540
Battaglia,46,56230
Maldonado,45,24160
Vargas,24,72390
Jones,45,32300
Tabor,52,21390
Williams,53,20270
Talley,37,21120
Bouy,62,95340
Rosa,45,52600
Yang,64,80700
Brown,45,85200
Best,35,41310
Womack,31,63112
Olsen,24,45490
Stone,43,72610
Binder,50,70700
Legg,54,16140
Hersey,32,69420
Rivas,60,67350
Sumner,28,42410
Tatum,48,95240
Thayer,58,14100
Restivo,58,46340
Hope,56,74540
Campbell,48,59870
Kern,44,57220
Shore,38,67240
Scheller,46,52400
Wheeler,34,76110
Tucker,49,77230
Seaman,56,48310
Carroll,31,21500
Gilliss,48,10600
Smith,58,98875
Boyd,44,51400
Henderson,44,98734
Hall,33,55250
Iredale,47,67260
Murphy,49,65700
Newlan,32,63320
Nash,39,02840
Long,47,71570
Phillips,34,43210
Cousins,64,83000
Dengler,32,22230
King,45,27150
Palmer,53,20190
Thompson,58,73800
Mayer,59,19380
Oelke,39,26310
Hoffman,57,14690
Wontor,39,47350
Morrill,45,19230
Hayes,50,62128
Wall,39,29550
Toler,50,33760
Hendrickson,64,81190
Ramirez,67,10500
Ringel,45,52330
Petrovic,29,58140
Needham,44,23350
Harris,56,31360
Wright,49,24470
Lee,60,07240
Rehart,38,32390
Pruzansky,48,24600
Mills,33,61360
Peyton,51,29710
Warner,33,62650
Degnan,53,79320
Castillo,47,65100
Mcclellan,55,77930
Cser,44,28330
Chi,41,53160
Kisicki,58,43300
Nason,45,46090
Boyle,46,15140
Watts,58,44330
Negbenebor,52,03380
Alexander,40,63340
Belcher,39,16270
Allen,34,69290
Webster,45,09300
Jackson,35,59553
Pasion,53,69220
Overturf,54,06670
Foster,59,30210
Ufford,53,22200
Claybrook,51,65350
Springer,60,41170
Knight,52,20137
Smith,27,47340
Barton,51,49400
Cavender,35,46800
Kondo,38,63320
Williams,35,35430
Gjertsen,52,40240
Robinson,18,69790
Murray,54,71760
Demarest,34,30400
Swanson,42,79270
Hunter,47,88410
Potts,48,33580
Ramos,41,76113
Hubbard,38,86250
Towner,48,02240
Leach,44,59740
Lopez,63,46090
Peterson,31,57580
Rave,43,80600
Kaiser,53,47600
Mccray,37,33490
Johnson,46,28210
Hayes,59,76760
Domingo,46,17440
Mosley,45,95360
Weber,43,63640
Greek,31,25430
Hodges,37,95380
Grier,36,46250
Holmes,39,55250
Calhoun,47,59270
Kottke,32,02850
Truman,57,02860
Pinell,46,08270
Hunsinger,33,78470
Newburn,31,10400
Chipps,39,09100
Murray,40,43120
Tobin,60,78000
Young,53,69440
Acosta,43,17620
Hyland,34,68230
Edwards,52,06910
Baines,42,77660
Thomason,36,88170
Chappell,54,21230
Schofield,49,84760
Reid,48,73440
Dannunzio,43,58270
Nguyen,35,35260
Austin,37,20272
Brown,38,17240
Boyles,58,70240
Kelter,49,10190
Johns,64,51260
Miller,36,18270
Haskell,45,69620
Azcona,37,21290
Zarate,56,31310
Aleo,32,38150
Seals,27,28160
Clark,54,24170
Bell,49,49490
Andrews,32,35130
Call,56,24310
Harmon,37,65100
Ryan,48,29710
Cooper,32,67420
Frost,45,56190
Mack,55,77135
Cole,38,30940
Englehart,46,17380
Pollard,48,06500
Anderson,39,56400
Hernandez,52,65190
Fletcher,41,37310
Roberts,58,52800
Frazier,30,76520
Andrade,53,41400
Sales,47,04270
Goff,48,46140
Mota,48,31260
Crawford,46,08300
Lawrence,37,29840
Edwards,52,16260
Vinck,46,02490
Wilcox,43,71420
Swope,41,52700
Perez,43,70400
Moreno,50,03100
Ramirez,49,35460
Foster,41,68600
Reels,49,62880
Ruiz,45,16120
Laporte,42,74700
Jensen,63,71490
Gonzalez,37,28140
Odea,49,34370
Graham,47,45270
Kirsch,38,71250
Steele,30,51230
Mosteller,42,74410
Reyes,50,91410
Mahaffy,52,88420
Johnke,37,68600
Saez,61,87230
Harris,39,16190
Llamas,29,40250
Henson,55,76660
Perkins,53,26160
Copley,51,22150
Woods,24,10140
Bohannan,40,60660
Bickford,43,80270
Cole,53,76570
Bernardi,35,26190
Mori,49,40120
Abreu,48,85610
Hackler,41,24370
Zollars,40,41160
Quick,56,81640
Green,45,60650
Mcgibney,29,76390
Glass,37,05300
Avalos,42,69620
Soto,50,34350
Lucas,37,89116
Morelli,38,61250
Longo,40,57990
Pugsley,64,21400
Torres,52,77480
Buller,50,42590
Jordan,43,49450
Page,37,54380
Knox,42,98726
Johnson,54,53250
Benck,59,59163
Ortiz,60,81160
Herman,44,11600
Mendell,58,23150
Fisher,36,58150
Wang,56,76590
Blanchard,33,61500
Anderson,25,29100
Rios,59,80560
Wright,34,24390
Bushee,46,35140
Beard,54,31860
Mueller,31,79370
Burton,56,67650
Kleine,41,68240
Woods,45,61500
Smith,45,06320
Barnes,61,26510
Hoag,28,71120
Campanile,41,19310
Ackley,25,23150
Polcovich,48,43100
Kemp,33,74300
Dunn,36,82210
Chick,47,60600
Scrabeck,53,57310
Rankin,35,18120
Williams,46,63122
Fredericks,27,89210
Knott,49,33840
Richardson,43,57890
Davis,36,29530
Ratterree,42,70500
Cobb,49,92430
Phillips,58,35120
Marsh,48,35133
Williams,50,32240
Watson,47,01120
Marrero,46,02120
Chin,52,50480
Lam,48,24170
Truss,51,02260
Houston,36,19340
Richie,62,52160
Keith,53,34150
Pray,48,31110
Twitty,47,22110
Peterson,38,40270
Gibbon,56,80480
Thomas,42,01370
Jackson,26,48250
Latiolais,46,64400
Underwood,38,70120
Hernandez,47,31360
Ferris,54,58370
Martin,54,70310
Heilman,42,16170
Scheller,47,26770
Vanhook,53,40990
Brown,51,11800
Dillahunt,46,67120
Legg,42,25490
Greene,36,04200
Wolfe,48,36250
Earle,43,53120
Mills,40,17160
Ives,36,14570
Brown,58,60120
Vayner,60,45490
Long,45,20233
Parnell,43,43150
Hoover,55,24590
Mcintosh,50,73460
Lund,53,62670
Craig,34,10200
Wright,50,70100
Messina,43,65200
Salters,49,51150
Maass,39,57170
Coleman,35,80270
Yoder,49,39110
Roder,42,64330
Cheng,43,54115
Martinez,51,62159
Case,26,13790
Jackson,49,60940
Rice,55,46130
Davis,48,53700
Butler,48,23350
Barajas,32,65170
Pry,24,87140
Crabtree,63,17240
Wilson,38,79100
Wilbur,49,27120
Pritchett,41,85490
Akins,23,73480
Duncklee,61,67250
Cheng,28,25680
James,48,64800
Kirby,47,21130
Dunkle,49,47270
Howard,39,76690
Sledge,34,58700
Paulin,59,21410
Appleton,44,77700
Aguas,62,60480
Mcjunkins,68,02350
Waldron,46,27930
Pettigrew,41,19120
Harris,30,17260
Girard,34,61330
Rader,41,73800
Navarrete,42,51220
Cole,43,64300
Fontaine,42,88410
Humphreys,51,16700
Marshall,38,59152
Berman,58,77760
Daniels,52,76590
Ferman,56,62121
Bueche,54,89800
Ross,35,09300
Garris,55,74160
Nailor,67,62140
Baker,47,18570
Seveney,34,54112
King,48,27170
Bush,39,23140
Davis,71,06670
Williams,55,22170
Boner,39,20252
Adams,45,52240
Bullock,61,60240
Richardson,43,56430
Eager,43,86200
Smart,45,42370
Marks,57,58310
Rowley,49,72320
Vanderpool,41,57415
Stubbs,31,31270
Burgess,57,73220
Marshall,34,02350
Yoo,52,66760
Norton,30,64480
Muniz,37,26220
Kirk,39,08000
Milligan,46,21600
Stimmel,40,64130
Gonzalez,48,06460
Nichols,31,28160
Rega,37,33820
Morgret,39,10140
Cox,34,69270
Kramer,33,35133
Lee,48,35113
Ramos,42,07200
Abernathy,45,70500
Jones,39,85460
Kellner,54,23140
Bookman,46,16600
Herrod,42,57510
Rodgers,50,80400
Bingham,33,71390
Williams,44,14690
Jephson,56,76730
Melendez,45,69210
Cazier,35,79300
Turner,32,21310
Marshall,43,61260
Jansons,54,01330
Hollan,45,50420
Leggett,37,21250
Stafford,29,74230
Caya,24,76220
Seymour,61,73460
Hall,54,41500
Martin,36,69760
Newsome,58,39120
Robinson,50,86340
Logan,39,25680
Waldron,25,69510
Blackburn,54,82600
Smith,40,57300
Hiraldo,39,25790
Snook,39,14190
Mcguffin,57,18290
Hill,44,24800
Rios,52,77320
Taylor,54,05190
Warne,55,04200
Hedley,48,34700
Brandt,46,57260
Brady,43,67300
Solano,42,74140
Mclean,28,91150
Kendig,52,49170
Halverson,37,85590
Wright,65,16380
Collins,50,85580
Smtih,49,08370
Culver,21,11500
Priest,43,43380
Crystal,54,76220
Miller,40,68220
Richardson,33,68160
Beasley,38,52400
Stumbaugh,57,16130
Poirier,47,15300
Willis,50,21390
Mullins,32,57640
Garner,62,33390
Smith,54,21490
Garcia,40,28170
Martin,43,03190
Jones,60,55140
Bonds,56,25360
Adams,35,89520
Moon,25,18500
Patterson,34,91150
Turner,44,32230
Calderin,44,49430
Pasquino,40,62170
Heng,39,45420
Hardison,47,59262
Swenson,32,20136
Kennedy,45,36210
Lane,42,16320
Greenhouse,34,78440
Washington,50,62390
Gault,63,35150
Thon,49,26410
Ciresi,46,70100
Stamper,46,89360
Brown,39,39220
Moneypenny,43,67370
Moreland,20,03600
Guzman,25,67510
Pearman,49,08210
Alicea,36,21400
Allen,36,72600
Kowal,52,07430
Lester,34,46300
Clay,35,61210
Apilado,47,64160
Roll,34,87100
Ash,44,04110
Earp,35,01960
Karathanasis,35,52600
Grayson,32,25320
Penrose,32,11390
Fennell,45,34430
Melendez,47,68800
Billy,20,46100
Smith,24,31460
Cox,39,80360
Lundeen,51,76680
Gaskins,44,57620
Jefferson,53,55200
Conner,56,55240
Boyd,27,04150
Perea,57,83470
Lank,68,60690
Olson,41,01400
Johnson,51,12140
Smith,34,55220
Phillips,40,36160
Pisani,41,01640
Anderson,45,02410
Ritz,50,25190
Schad,33,41220
Weaver,33,25450
Moore,36,59980
Hunter,60,44240
Fowler,47,23320
Napolitano,54,51270
Lauze,34,72610
Frederick,47,88170
Jones,54,37380
Solis,42,06190
Ramos,48,86300
Strader,53,21440
Bryant,35,50590
Lowe,51,71460
Hunter,44,35133
Martelli,49,61200
Lee,42,80140
Wiggins,37,10210
Swain,51,25390
Bible,55,22170
Maker,38,31650
Akers,51,51170
Vaughn,55,42460
Peterson,51,64120
Sanders,28,02210
Ermitanio,41,51340
Fullilove,42,26150
Maria,34,55140
Smith,52,88170
Greigo,46,16310
Johnson,42,52800
Paniagua,34,22440
Osterstuck,42,25160
Romero,35,46800
Tannehill,37,08130
Luper,43,71290
Reddick,36,67120
Medina,32,63390
Whitenack,40,08150
Hutchinson,39,39210
Flowers,55,54690
Parks,50,14340
Ramsey,47,86470
Lunsford,27,10800
Rowe,55,59300
Kelly,54,50440
Humphrey,57,77165
Cardenas,53,70120
Hall,45,67320
Taylor,40,24130
Ramsdell,48,62138
Lohr,52,32140
Lampl,53,77470
Godwin,32,51170
Chamberlain,40,21190
Dickson,47,28340
Moore,38,01370
Kirkley,40,80140
Jordan,53,66820
Robertson,29,25240
Jimenez,44,24700
Villanueva,40,60350
Villa,35,20229
Bialczyk,45,42120
Richards,41,58230
Pauley,47,20235
Rhea,63,12720
Kirkland,55,52500
Cain,52,33720
Young,36,53240
Bell,56,65150
Tucker,31,47270
Clark,23,56130
Vanfleet,39,63340
Kelly,70,02360
Smith,45,76160
Leopold,49,03360
King,30,58800
Davenport,25,88320
Masi,28,41240
Perry,50,57340
Jewell,48,89130
Bell,50,27160
Ramirez,57,27290
Moyer,42,33910
Hertz,37,02480
Perez,35,72610
Johnson,36,60890
Koffler,53,02160
Richard,38,30120
Hall,48,79330
Curry,54,17770
Kelley,42,51800
Vinson,52,29920
Macon,66,57770
Webb,39,52300
Delaurentis,33,47140
Leyva,30,79290
Moore,54,80200
Juarez,47,83149
Tobias,43,36800
Sanderson,51,06440
Thompson,34,43380
Smith,43,30750
Young,48,02860
Almaraz,36,78310
Burton,33,59216
Mendoza,50,54150
Clem,46,62129
Clarke,41,87340
Rossi,52,45700
Mcmillan,46,22520
Mitchell,47,28260
Keenan,40,46220
Lout,46,31110
Lee,28,17330
Laxton,43,10100
Choi,64,76110
Wheaton,31,87500
Guffey,30,47410
Raybon,42,85800
Mitchell,55,84290
Nuzum,44,05190
Smith,54,86300
Brown,44,68180
Taylor,59,42240
Herzog,38,05130
Browning,41,26260
Barber,37,68790
Pascanik,33,45240
Brighton,43,20128
Ford,40,63320
Worley,54,54620
Bowen,51,17810
Virtue,45,21110
Campbell,48,40990
Wilson,52,03500
Norman,46,73330
Keenan,40,27240
Schiano,39,36370
Bejarano,38,50450
Bateman,41,70180
Wayland,35,37460
Guidotti,59,04170
Degroat,58,22230
Dini,28,21120
Piro,44,15160
Carter,63,77710
Palmer,50,97660
Ezell,37,60350
Volkert,37,63600
Vanvleck,40,36180
Duffield,63,65100
Hernandez,42,07510
Brady,49,42155
Nasworthy,61,53000
Papay,53,68210
Wilson,59,05700
Shaffer,52,14700
Tellez,42,30580
Rowland,56,88140
Arnold,66,53220
Giambra,55,11330
Davis,41,79600
Wooden,51,09290
Wilson,26,33220
Lomonaco,54,98743
Holguin,46,03350
Parks,40,14400
Rodriquez,48,02130
Goldizen,48,80700
Frisina,35,57920
Rollo,50,30350
Morman,42,15300
Blair,38,62870
Jurczyk,35,67350
Kallevig,37,20146
Tapia,29,51320
Carroll,33,44600
Mahoney,63,90130
Sanders,41,07400
Claunch,76,16290
Reese,45,84660
Trujillo,53,76480
Mccarver,40,88600
Brogan,49,85630
Witham,40,32120
Chavez,50,21350
Miller,43,72240
Lofton,35,07220
Pollara,46,54610
Frith,42,65330
Cabrera,31,72290
Keller,45,74800
Brown,53,73220
Rayfield,51,24210
Gordon,50,15600
Alanis,58,08380
Susanin,45,56600
Reeder,46,08240
Omeara,41,88270
Keirnan,57,38360
Valentine,65,73540
Westberg,46,60800
Taylor,39,11260
Creech,60,45300
Minner,51,73480
Zamora,56,83270
Hansen,47,23700
Maness,50,64570
Rodriguez,41,78920
Davis,50,88140
Weiskopf,34,59141
Locke,51,24430
Almy,46,41150
Wells,43,24130
Caulfield,26,57890
Rubino,47,17600
Jensen,38,54830
Wilkinson,22,54730
Tucker,52,26400
Dillon,48,04280
Lines,41,29430
Cox,34,25320
Hall,52,17210
Isola,32,57550
Dziedzic,31,41170
Dell,47,53540
Fisher,48,49370
Hourigan,52,50700
King,24,19260
Raab,52,77170
Burkhart,54,28220
Nguyen,62,62140
Shepherd,46,08110
Perry,56,24390
Rushing,29,85430
Griffin,60,76890
James,41,64310
Boden,31,50440
Hughes,57,38580
Reid,40,49350
Mininger,53,77310
Haines,52,49530
Gary,60,24320
Pugh,52,62120
Nemerofsky,35,62760
Taylor,47,36350
Woodruff,42,14310
Kintzel,43,23340
Sklar,47,07110
Gray,52,52000
Gipson,8,73480
Mayle,49,60790
Brucker,51,46220
Newton,30,38260
Green,47,08240
Littrell,44,69270
Sefcovic,41,24400
Sims,66,46200
Barnes,38,22650
Evans,40,86350
Pichardo,44,65150
Turner,45,77126
Davis,52,35360
South,47,59740
Jones,31,19130
Wright,40,42470
Bell,44,57880
Mcintyre,59,29810
Ellison,30,57170
Wang,42,75008
Carlson,60,18120
Thompson,68,63150
Hassenfritz,58,11500
Yuro,52,55600
Vizza,43,50300
Lucas,38,51460
Anderson,30,63580
Abbey,62,33240
Wilson,45,80170
Gonzalez,44,33910
Garcia,40,45410
Scott,32,64370
Yarbrough,47,55130
Todd,51,24600
Sutter,50,17160
Czapla,47,50250
Smith,41,01600
Hyatt,49,54890
Menchaca,47,32170
Throop,34,67190
Gagnon,45,41700
Robb,48,58420
Windsor,49,66740
Smith,41,45340
Dillard,33,57280
Lawrence,60,59710
Vang,56,78290
Dagley,41,43450
Cisneros,56,21450
Smith,47,79370
Allen,66,45570
Moncrief,50,28270
Adams,52,05220
Porter,55,54640
Munder,54,20151
Principato,41,03300
Crouch,33,24200
Young,49,03230
Alls,53,23700
Her,51,66360
Chisolm,38,20242
Smith,54,76970
Walker,44,12300
Fischer,53,88150
Barnfield,42,12000
Parks,41,55600
Regan,42,39570
Rosenberry,38,51230
James,35,36700
Terrill,48,33350
Harper,51,74540
Cassano,35,56390
Standridge,26,35850
Crouchet,33,22450
Garza,43,11800
Boudreau,46,02480
Gilliland,49,55130
Epstein,38,50660
Brown,43,67430
Mcgee,53,57645
Owston,45,45110
Hankins,33,90100
Scalise,56,82120
Mucci,53,18340
Simmons,49,27690
Craft,52,06710
Arceneaux,49,59282
Sample,43,56250
Hancock,58,35640
Rodriguez,47,23400
Louden,45,30450
Lerner,29,61220
Treider,46,55160
Edward,42,45170
Culbertson,50,62123
Shaffer,46,02170
Dyer,47,57412
Stoute,50,36100
Meldrum,63,49530
Spence,51,50160
Kilkenny,48,82190
Downs,48,34210
Shaw,56,39000
Rea,65,61390
Crowe,45,87520
Fehr,32,34700
Obrien,47,01300
Phillips,43,89150
Ward,53,72210
Ruel,45,08300
Ramos,36,33125
Wilkinson,47,06370
Yepez,42,59141
Hinds,48,57490
Taylor,61,09310
Clark,47,80560
Evans,49,76480
Booker,41,64250
Rawlings,22,91570
Price,57,07170
Torres,54,03380
Jenkins,51,22150
Divers,40,19260
Mclaren,47,74520
Moore,43,03210
Maxwell,47,39200
Mccray,32,76680
Mclaughlin,41,63570
Williams,44,56580
Wright,52,89390
Reyes,34,39800
Loud,46,30330
Clement,46,28250
Murray,45,60860
Garcia,62,52160
Hull,53,24420
Mendoza,56,29440
Cooper,36,39250
Mask,53,60190
Labriola,38,46130
Tipton,44,51340
Bishop,33,36170
Farner,34,39250
Smoldt,56,71150
Lacosse,36,64430
Kirwan,46,38700
Jimerson,66,69640
Marrin,37,57590
Maco,48,57410
Korfhage,34,29860
Shiba,54,40190
Goering,70,60790
Morgan,58,80140
Reinschmidt,40,67350
Hendrix,30,68230
Glass,49,54760
Range,38,57800
Boivin,40,87120
Denise,63,69670
Bazaldua,51,31360
Sermersheim,45,02410
Thomas,51,91580
Turner,55,50250
Willard,67,35750
Mays,59,91810
Fowler,56,05260
Carrington,53,40300
Zhou,32,89200
Mangiafico,39,71250
Edwards,37,76390
Specht,55,67160
Freeman,54,07190
Fuoco,50,54930
Lowery,55,52230
Mcdaniel,54,22110
Mccullers,48,88220
Owens,51,89660
Yates,44,24110
Nivens,37,37150
Wood,48,08330
Tighe,38,98748
Cavazos,48,60128
Benge,32,39350
Fischer,36,27520
Hodge,46,01420
Townley,53,57260
Robinson,49,57590
Rodriguez,51,50360
Lamm,37,57720
Murray,37,08300
Cruz,44,40120
Vath,48,72330
Harris,47,58420
Winkler,70,77710
Brookins,36,02130
Frasier,35,76640
Rodriguez,28,60290
Brown,51,57855
King,36,22110
Lazaroff,39,35420
Glaze,34,10400
Aigner,51,07700
Terrell,60,14113
Stegall,46,44380
Haley,42,24190
Ford,49,76880
Moss,33,39300
Robertson,40,10350
Bane,30,71260
Peak,37,83890
Brown,41,17620
Baird,49,02120
Swope,36,80700
Maohu,42,17230
Gosnell,49,06470
Wilder,49,02390
Bland,42,27170
Mott,45,02880
Blevins,26,01800
Mclaren,55,21500
Gaddy,47,08370
Atencio,46,95270
Parker,41,70100
Dotson,55,48200
Dillon,40,86370
Molina,44,18260
Trammell,53,88160
Burton,49,44117
James,44,30440
Rasmussen,58,82500
Days,52,77560
Mosty,50,76730
Anderson,40,08140
Nez,44,12350
Fischer,41,71000
Reagon,85,03800
George,31,78250
Crays,52,61220
Stocker,42,37330
Whitecotton,62,65500
Combs,43,87210
Soto,26,19200
Rodgers,15,42510
Maestas,47,77250
Carey,43,14220
Shinn,69,18120
Fischer,34,87470
Copas,56,14240
Morris,42,85120
Sisk,53,17380
Roberts,31,65100
Mason,34,51340
White,35,11590
Riddick,29,36310
Timmons,50,72200
Chase,60,43170
Sagers,44,27500
Wilson,34,46230
Hamilton,31,01250
Swanson,54,32490
Schmidt,39,32260
Tomlin,43,60510
Hooks,49,35500
Corliss,44,59390
Whitson,48,79130
Argueta,47,44330
Strawder,41,55160
Heard,40,88320
Lavender,58,85110
Glass,41,60420
Gulinson,54,47330
Beato,40,62140
Parker,56,57580
Parsons,37,20212
Hart,33,67250
Lines,35,43130
Hylton,56,24330
Corcoran,52,80132
Gannon,27,57590
Hunter,29,80300
Hunsucker,36,51300
Henderson,42,50570
Gulke,36,35500
Duncan,60,39110
Jamison,30,25270
Mcdonald,40,17700
Redd,59,80132
Gonzalez,52,35500
Garza,41,08190
Banks,47,21510
Fowles,33,10160
Meritt,61,68160
Mixon,47,28310
Byrd,47,11400
Daniel,71,27400
Williamson,24,47340
Goodwin,59,35420
Echols,47,14380
Weber,41,41700
Bell,36,78300
Geiger,49,45150
Faulk,45,91160
Bauer,42,91310
Schultheis,65,33920
Edmunds,54,71250
Markowitz,57,38440
Roman,47,10600
Greenhalgh,55,32230
Morse,53,83830
Montes,35,89150
Vandermark,43,70300
Howe,36,53230
Parsons,36,01600
Cisneros,43,42380
Waldron,43,59380
Mcguire,33,26780
Bull,34,76360
Slade,49,16200
Leonard,45,47200
Gross,40,60650
Andrews,57,55700
Newman,41,76330
Kirby,30,19220
Maier,45,69480
Arabian,54,45340
Becker,34,57380
Hedrick,51,08500
Hausauer,46,85280
Black,43,79400
Cirino,43,56330
Shellhamer,39,71500
Dalton,48,88430
Ruiz,49,67140
Booker,52,07110
Young,36,25113
Jones,55,21640
Mcclanahan,58,60350
Thomas,58,98755
Wilmoth,39,04000
Depalma,38,60950
Brown,40,42510
Allegrini,38,49320
Grist,53,29100
Mapes,44,62250
Sneed,37,76390
Zavala,34,72300
Haynes,43,86370
Jones,55,04120
Jones,41,12560
Witter,38,54830
Odonnell,49,19500
Flurry,47,02860
Clements,47,64410
Baptista,49,44390
Smith,43,39250
Finn,66,71960
Ulberg,57,67110
Higgenbotham,73,34600
Mcdorman,26,39370
Bernal,54,08300
Mathers,50,59390
Godfrey,67,18510
Witt,14,62130
Robertson,38,38690
Smith,55,67160
Madonia,44,62127
Lee,40,60600
Rubin,31,17770
Ortiz,55,25440
Loehr,43,97118
Gatton,71,87500
Cryderman,36,28270
Williams,54,01120
Pickering,42,88170
Wilcox,26,01430
Caretto,52,89420
Brown,46,12450
Anderson,61,61500
Hodges,39,18340
Jones,28,81320
Rogers,50,85410
Mobley,47,17350
Barnes,59,25640
Reynolds,32,48700
Williams,55,01250
Davenport,42,16380
White,51,55120
Hall,67,44590
Hasty,51,59360
Barber,45,45290
Taylor,44,81090
Hogan,44,38110
Mccrory,56,84400
Feltner,29,17770
Pierce,46,13113
Blackman,67,28270
Turner,61,65240
Roberts,48,41320
Sanchez,49,88260
Edwards,22,86100
Davis,60,80120
Miller,39,13720
Sprung,48,30570
Lewis,39,76440
Cole,42,11240
Stehle,72,20248
Daniels,37,71550
Chin,42,26770
Grable,47,22300
Rodibaugh,50,44130
Suggs,38,45300
King,57,62450
Whatley,37,39500
Blackburn,40,22450
Gardener,50,97226
Domingo,41,33370
Rogers,54,52400
Younger,51,39170
Martin,50,48160
Alexandra,49,57580
Mccain,33,56190
Anderson,57,55200
Boers,36,77230
Bergman,44,14960
Cruz,50,27790
Lee,66,25430
Gonzalez,16,57830
Sheehan,64,11300
Soehl,60,63920
Cheatham,52,11290
Hayes,24,88460
Shuler,55,67440
Roeske,49,59156
